Index,Stock,Date,Volume,Price,Score
121,ASO,1,4650600.0,31.139999,-0.5423
122,ASO,1,4650600.0,31.139999,0.4404
123,ASO,1,4650600.0,31.139999,-0.4824
124,ASO,1,4650600.0,31.139999,-0.6597
125,ASO,1,4650600.0,31.139999,0.7495
126,ASO,1,4650600.0,31.139999,0.7495
127,ASO,1,4650600.0,31.139999,0.4939
128,ASO,1,4650600.0,31.139999,-0.5423
129,ASO,1,4650600.0,31.139999,-0.5423
130,ASO,1,4650600.0,31.139999,0.5473
131,ASO,1,4650600.0,31.139999,0.6486
132,ASO,1,4650600.0,31.139999,0.3597
133,ASO,1,4650600.0,31.139999,0.3724
134,ASO,1,4650600.0,31.139999,0.4168
135,ASO,1,4650600.0,31.139999,0.3612
136,ASO,1,4650600.0,31.139999,0.3612
137,ASO,1,4650600.0,31.139999,-0.4019
138,ASO,1,4650600.0,31.139999,0.5106
139,ASO,1,4650600.0,31.139999,0.4939
140,ASO,1,4650600.0,31.139999,-0.5423
141,ASO,1,4650600.0,31.139999,0.431
142,ASO,1,4650600.0,31.139999,0.4588
143,ASO,1,4650600.0,31.139999,-0.2023
144,ASO,1,4650600.0,31.139999,-0.5423
145,ASO,1,4650600.0,31.139999,0.1531
146,ASO,1,4650600.0,31.139999,-0.8074
147,ASO,1,4650600.0,31.139999,0.7269
148,ASO,1,4650600.0,31.139999,0.4574
149,ASO,1,4650600.0,31.139999,0.4574
150,ASO,1,4650600.0,31.139999,0.4574
151,ASO,1,4650600.0,31.139999,0.4574
152,ASO,1,4650600.0,31.139999,0.4574
153,ASO,1,4650600.0,31.139999,0.4574
154,ASO,1,4650600.0,31.139999,0.4574
155,ASO,1,4650600.0,31.139999,0.4574
156,ASO,1,4650600.0,31.139999,0.4574
157,ASO,1,4650600.0,31.139999,0.4574
158,ASO,1,4650600.0,31.139999,0.4574
159,ASO,1,4650600.0,31.139999,-0.5267
160,ASO,1,4650600.0,31.139999,0.4404
161,ASO,1,4650600.0,31.139999,0.4404
162,ASO,1,4650600.0,31.139999,0.6705
163,ASO,1,4650600.0,31.139999,-0.4939
164,ASO,1,4650600.0,31.139999,-0.6369
165,ASO,1,4650600.0,31.139999,-0.5106
166,ASO,1,4650600.0,31.139999,0.6808
167,ASO,1,4650600.0,31.139999,-0.3182
168,ASO,1,4650600.0,31.139999,0.6341
169,ASO,1,4650600.0,31.139999,0.6341
170,ASO,1,4650600.0,31.139999,-0.34
171,ASO,1,4650600.0,31.139999,0.4939
172,ASO,1,4650600.0,31.139999,0.2023
173,ASO,1,4650600.0,31.139999,0.3818
174,ASO,1,4650600.0,31.139999,-0.6369
175,ASO,1,4650600.0,31.139999,0.743
176,ASO,1,4650600.0,31.139999,-0.5423
177,ASO,1,4650600.0,31.139999,0.3645
178,ASO,1,4650600.0,31.139999,-0.34
179,ASO,1,4650600.0,31.139999,0.4939
180,ASO,1,4650600.0,31.139999,-0.4926
181,ASO,1,4650600.0,31.139999,0.6124
182,ASO,1,4650600.0,31.139999,-0.8029
183,ASO,1,4650600.0,31.139999,0.3246
184,ASO,1,4650600.0,31.139999,0.296
185,ASO,1,4650600.0,31.139999,0.4404
186,ASO,1,4650600.0,31.139999,0.8898
187,ASO,1,4650600.0,31.139999,0.2023
188,ASO,1,4650600.0,31.139999,-0.3182
189,ASO,1,4650600.0,31.139999,0.7906
190,ASO,1,4650600.0,31.139999,-0.0516
191,ASO,1,4650600.0,31.139999,-0.4404
192,ASO,1,4650600.0,31.139999,-0.5423
193,ASO,1,4650600.0,31.139999,0.4173
194,ASO,1,4650600.0,31.139999,0.4588
195,ASO,1,4650600.0,31.139999,0.296
196,ASO,1,4650600.0,31.139999,0.2665
197,ASO,1,4650600.0,31.139999,0.2238
198,ASO,1,4650600.0,31.139999,0.7506
199,ASO,1,4650600.0,31.139999,0.4019
200,ASO,1,4650600.0,31.139999,0.3612
201,ASO,1,4650600.0,31.139999,-0.296
202,ASO,1,4650600.0,31.139999,0.3612
203,ASO,1,4650600.0,31.139999,-0.235
204,ASO,1,4650600.0,31.139999,-0.2411
205,ASO,1,4650600.0,31.139999,-0.0422
206,ASO,1,4650600.0,31.139999,-0.4215
207,ASO,1,4650600.0,31.139999,-0.0498
208,ASO,1,4650600.0,31.139999,-0.3595
209,ASO,1,4650600.0,31.139999,0.7506
210,ASO,1,4650600.0,31.139999,-0.7506
211,ASO,1,4650600.0,31.139999,-0.7506
212,ASO,1,4650600.0,31.139999,-0.7506
213,ASO,1,4650600.0,31.139999,0.9477
214,ASO,1,4650600.0,31.139999,0.2732
215,ASO,1,4650600.0,31.139999,-0.1027
216,ASO,1,4650600.0,31.139999,0.8293
217,ASO,1,4650600.0,31.139999,0.1864
218,ASO,1,4650600.0,31.139999,0.5994
219,ASO,1,4650600.0,31.139999,0.4215
220,ASO,1,4650600.0,31.139999,0.5106
221,ASO,1,4650600.0,31.139999,0.4404
222,ASO,1,4650600.0,31.139999,-0.5574
223,ASO,1,4650600.0,31.139999,-0.4522
224,ASO,1,4650600.0,31.139999,0.296
225,ASO,1,4650600.0,31.139999,0.4926
226,ASO,1,4650600.0,31.139999,0.34
227,ASO,1,4650600.0,31.139999,-0.2716
228,ASO,1,4650600.0,31.139999,-0.4215
229,ASO,1,4650600.0,31.139999,0.5574
230,ASO,1,4650600.0,31.139999,0.2955
231,ASO,1,4650600.0,31.139999,0.2955
232,ASO,1,4650600.0,31.139999,0.5994
233,ASO,1,4650600.0,31.139999,0.5994
234,ASO,1,4650600.0,31.139999,0.6369
235,ASO,1,4650600.0,31.139999,0.4588
236,ASO,1,4650600.0,31.139999,0.4404
237,ASO,1,4650600.0,31.139999,0.4404
238,ASO,1,4650600.0,31.139999,0.8115
239,ASO,1,4650600.0,31.139999,-0.4019
240,ASO,1,4650600.0,31.139999,0.5519
241,ASO,1,4650600.0,31.139999,0.5519
242,ASO,1,4650600.0,31.139999,0.5519
243,ASO,1,4650600.0,31.139999,0.5519
244,ASO,1,4650600.0,31.139999,0.5519
245,ASO,1,4650600.0,31.139999,0.5519
246,ASO,1,4650600.0,31.139999,0.8373
247,ASO,1,4650600.0,31.139999,0.1779
248,ASO,1,4650600.0,31.139999,0.7096
249,ASO,1,4650600.0,31.139999,-0.4215
250,ASO,1,4650600.0,31.139999,0.6705
251,ASO,1,4650600.0,31.139999,0.3182
252,ASO,1,4650600.0,31.139999,0.1511
253,ASO,1,4650600.0,31.139999,-0.4019
254,ASO,1,4650600.0,31.139999,0.9464
255,ASO,1,4650600.0,31.139999,-0.6697
256,ASO,1,4650600.0,31.139999,0.509
257,ASO,1,4650600.0,31.139999,0.509
258,ASO,1,4650600.0,31.139999,0.0384
259,ASO,1,4650600.0,31.139999,-0.4317
260,ASO,1,4650600.0,31.139999,-0.4317
261,ASO,1,4650600.0,31.139999,0.9325
262,ASO,1,4650600.0,31.139999,0.9325
263,ASO,1,4650600.0,31.139999,0.9325
264,ASO,1,4650600.0,31.139999,0.9679
265,ASO,1,4650600.0,31.139999,0.6369
266,ASO,1,4650600.0,31.139999,-0.3182
267,ASO,1,4650600.0,31.139999,0.4278
268,ASO,1,4650600.0,31.139999,-0.4019
269,ASO,1,4650600.0,31.139999,0.4278
270,ASO,1,4650600.0,31.139999,0.4278
271,ASO,1,4650600.0,31.139999,-0.6124
272,ASO,1,4650600.0,31.139999,0.8689
273,GME,1,6218300.0,184.5,0.9995
274,GME,1,6218300.0,184.5,0.9995
275,GME,1,6218300.0,184.5,-0.0803
276,GME,1,6218300.0,184.5,-0.7736
277,GME,1,6218300.0,184.5,0.9418
278,GME,1,6218300.0,184.5,0.3612
279,GME,1,6218300.0,184.5,0.5023
280,GME,1,6218300.0,184.5,0.9686
281,GME,1,6218300.0,184.5,0.5574
282,GME,1,6218300.0,184.5,0.8629
283,GME,1,6218300.0,184.5,0.5226
284,GME,1,6218300.0,184.5,0.9947
285,GME,1,6218300.0,184.5,0.9947
286,GME,1,6218300.0,184.5,0.9947
287,GME,1,6218300.0,184.5,0.9947
288,GME,1,6218300.0,184.5,0.9947
289,GME,1,6218300.0,184.5,0.9947
290,GME,1,6218300.0,184.5,0.9947
291,GME,1,6218300.0,184.5,0.9947
292,GME,1,6218300.0,184.5,0.9947
293,GME,1,6218300.0,184.5,0.9947
294,GME,1,6218300.0,184.5,0.9947
295,GME,1,6218300.0,184.5,0.9947
296,GME,1,6218300.0,184.5,-0.8391
297,GME,1,6218300.0,184.5,-0.4767
298,GME,1,6218300.0,184.5,0.3612
299,GME,1,6218300.0,184.5,0.4215
300,GME,1,6218300.0,184.5,0.8176
301,GME,1,6218300.0,184.5,0.5106
302,GME,1,6218300.0,184.5,-0.0772
303,GME,1,6218300.0,184.5,0.0865
304,GME,1,6218300.0,184.5,-0.6739
305,GME,1,6218300.0,184.5,-0.5574
306,GME,1,6218300.0,184.5,-0.6776
307,GME,1,6218300.0,184.5,0.4588
308,GME,1,6218300.0,184.5,-0.2263
309,GME,1,6218300.0,184.5,0.8224
310,GME,1,6218300.0,184.5,0.3804
311,GME,1,6218300.0,184.5,0.3804
312,GME,1,6218300.0,184.5,-0.0516
313,GME,1,6218300.0,184.5,-0.3818
314,GME,1,6218300.0,184.5,0.0325
315,GME,1,6218300.0,184.5,0.6341
316,GME,1,6218300.0,184.5,0.0516
317,GME,1,6218300.0,184.5,-0.5859
318,GME,1,6218300.0,184.5,-0.5106
319,GME,1,6218300.0,184.5,-0.0258
320,GME,1,6218300.0,184.5,0.128
321,GME,1,6218300.0,184.5,0.8126
322,GME,1,6218300.0,184.5,-0.4201
323,GME,1,6218300.0,184.5,-0.2449
324,GME,1,6218300.0,184.5,-0.4215
325,GME,1,6218300.0,184.5,-0.3506
326,GME,1,6218300.0,184.5,0.3612
327,GME,1,6218300.0,184.5,-0.872
328,GME,1,6218300.0,184.5,-0.872
329,GME,1,6218300.0,184.5,0.7506
330,GME,1,6218300.0,184.5,-0.5719
331,GME,1,6218300.0,184.5,0.7003
332,GME,1,6218300.0,184.5,-0.235
333,GME,1,6218300.0,184.5,0.1747
334,GME,1,6218300.0,184.5,0.5994
335,GME,1,6218300.0,184.5,0.5423
336,GME,1,6218300.0,184.5,-0.25
337,GME,1,6218300.0,184.5,0.8834
338,GME,1,6218300.0,184.5,0.1761
339,GME,1,6218300.0,184.5,-0.7691
340,GME,1,6218300.0,184.5,0.6249
341,GME,1,6218300.0,184.5,0.7819
342,GME,1,6218300.0,184.5,-0.347
343,GME,1,6218300.0,184.5,-0.6486
344,GME,1,6218300.0,184.5,0.2955
345,GME,1,6218300.0,184.5,0.6486
346,GME,1,6218300.0,184.5,0.1734
347,GME,1,6218300.0,184.5,-0.2732
348,GME,1,6218300.0,184.5,-0.6486
349,GME,1,6218300.0,184.5,-0.6049
350,GME,1,6218300.0,184.5,-0.6049
351,GME,1,6218300.0,184.5,-0.8622
352,GME,1,6218300.0,184.5,-0.8622
353,GME,1,6218300.0,184.5,-0.8622
354,GME,1,6218300.0,184.5,0.5423
355,GME,1,6218300.0,184.5,0.4404
356,GME,1,6218300.0,184.5,0.25
357,GME,1,6218300.0,184.5,0.25
358,GME,1,6218300.0,184.5,0.5106
359,GME,1,6218300.0,184.5,0.4404
360,GME,1,6218300.0,184.5,0.4404
361,GME,1,6218300.0,184.5,0.5519
362,GME,1,6218300.0,184.5,0.5519
363,GME,1,6218300.0,184.5,0.5583
364,GME,1,6218300.0,184.5,-0.1027
365,GME,1,6218300.0,184.5,-0.2732
366,GME,1,6218300.0,184.5,-0.1027
367,GME,1,6218300.0,184.5,0.5423
368,GME,1,6218300.0,184.5,0.4939
369,GME,1,6218300.0,184.5,-0.2144
370,GME,1,6218300.0,184.5,0.25
371,GME,1,6218300.0,184.5,0.2247
372,GME,1,6218300.0,184.5,0.9079
373,GME,1,6218300.0,184.5,0.128
374,GME,1,6218300.0,184.5,-0.7273
375,GME,1,6218300.0,184.5,-0.4329
376,GME,1,6218300.0,184.5,0.8126
377,GME,1,6218300.0,184.5,0.2263
378,GME,1,6218300.0,184.5,-0.5423
379,GME,1,6218300.0,184.5,0.5106
380,GME,1,6218300.0,184.5,-0.7362
381,GME,1,6218300.0,184.5,0.34
382,GME,1,6218300.0,184.5,-0.6115
383,GME,1,6218300.0,184.5,-0.5994
384,GME,1,6218300.0,184.5,-0.6697
385,GME,1,6218300.0,184.5,0.9201
386,GME,1,6218300.0,184.5,0.1027
387,GME,1,6218300.0,184.5,0.5922
388,GME,1,6218300.0,184.5,0.5922
389,GME,1,6218300.0,184.5,0.3822
390,GME,1,6218300.0,184.5,0.5667
391,GME,1,6218300.0,184.5,0.8316
392,GME,1,6218300.0,184.5,0.9679
393,GME,1,6218300.0,184.5,0.296
394,GME,1,6218300.0,184.5,0.3612
395,GME,1,6218300.0,184.5,0.5574
396,GME,1,6218300.0,184.5,0.3169
397,GME,1,6218300.0,184.5,0.3612
398,GME,1,6218300.0,184.5,-0.9413
399,GME,1,6218300.0,184.5,-0.9413
400,GME,1,6218300.0,184.5,0.5994
401,GME,1,6218300.0,184.5,0.6478
402,GME,1,6218300.0,184.5,0.4404
403,GME,1,6218300.0,184.5,0.296
404,AMC,1,44067000.0,10.2,0.9995
405,AMC,1,44067000.0,10.2,0.4811
406,AMC,1,44067000.0,10.2,0.34
407,AMC,1,44067000.0,10.2,-0.2263
408,AMC,1,44067000.0,10.2,-0.8316
409,AMC,1,44067000.0,10.2,-0.3818
410,AMC,1,44067000.0,10.2,-0.5719
411,AMC,1,44067000.0,10.2,-0.6486
412,AMC,1,44067000.0,10.2,-0.25
413,AMC,1,44067000.0,10.2,-0.1969
414,AMC,1,44067000.0,10.2,-0.4404
415,AMC,1,44067000.0,10.2,-0.0516
416,AMC,1,44067000.0,10.2,0.7351
417,AMC,1,44067000.0,10.2,-0.6369
418,AMC,1,44067000.0,10.2,-0.0258
419,AMC,1,44067000.0,10.2,-0.5994
420,AMC,1,44067000.0,10.2,0.8745
421,AMC,1,44067000.0,10.2,0.5994
422,AMC,1,44067000.0,10.2,-0.3147
423,AMC,1,44067000.0,10.2,-0.3147
424,AMC,1,44067000.0,10.2,-0.235
425,AMC,1,44067000.0,10.2,-0.8519
426,AMC,1,44067000.0,10.2,-0.5423
427,AMC,1,44067000.0,10.2,-0.8126
428,AMC,1,44067000.0,10.2,0.0258
429,AMC,1,44067000.0,10.2,-0.6486
430,AMC,1,44067000.0,10.2,0.6582
431,AMC,1,44067000.0,10.2,-0.5106
432,AMC,1,44067000.0,10.2,0.2247
433,AMC,1,44067000.0,10.2,0.128
434,AMC,1,44067000.0,10.2,0.5927
435,AMC,1,44067000.0,10.2,0.5927
436,TSLA,1,28271800.0,691.619995,0.9686
437,TSLA,1,28271800.0,691.619995,-0.2023
438,TSLA,1,28271800.0,691.619995,-0.6908
439,TSLA,1,28271800.0,691.619995,-0.5719
440,TSLA,1,28271800.0,691.619995,-0.5267
441,TSLA,1,28271800.0,691.619995,0.3182
442,TSLA,1,28271800.0,691.619995,0.7513
443,TSLA,1,28271800.0,691.619995,0.3182
444,TSLA,1,28271800.0,691.619995,-0.4767
445,TSLA,1,28271800.0,691.619995,-0.6808
446,TSLA,1,28271800.0,691.619995,-0.5574
447,TSLA,1,28271800.0,691.619995,-0.7579
448,TSLA,1,28271800.0,691.619995,0.296
449,TSLA,1,28271800.0,691.619995,-0.0276
450,TSLA,1,28271800.0,691.619995,-0.1531
451,TSLA,1,28271800.0,691.619995,0.4019
452,TSLA,1,28271800.0,691.619995,0.2023
453,TSLA,1,28271800.0,691.619995,-0.5859
454,TSLA,1,28271800.0,691.619995,-0.34
455,TSLA,1,28271800.0,691.619995,-0.6249
456,TSLA,1,28271800.0,691.619995,-0.7096
457,TSLA,1,28271800.0,691.619995,0.6908
458,TSLA,1,28271800.0,691.619995,0.0772
459,TSLA,1,28271800.0,691.619995,0.25
460,TSLA,1,28271800.0,691.619995,0.718
461,TSLA,1,28271800.0,691.619995,0.3612
462,TSLA,1,28271800.0,691.619995,-0.4588
463,TSLA,1,28271800.0,691.619995,-0.0772
464,TSLA,1,28271800.0,691.619995,0.4939
465,TSLA,1,28271800.0,691.619995,0.2599
466,TSLA,1,28271800.0,691.619995,0.0772
467,TSLA,1,28271800.0,691.619995,-0.4767
468,TSLA,1,28271800.0,691.619995,0.5719
469,TSLA,1,28271800.0,691.619995,0.296
470,TSLA,1,28271800.0,691.619995,-0.5106
471,TSLA,1,28271800.0,691.619995,-0.5192
472,TSLA,1,28271800.0,691.619995,0.6249
473,TSLA,1,28271800.0,691.619995,0.4329
474,TSLA,1,28271800.0,691.619995,0.3736
475,TSLA,1,28271800.0,691.619995,0.3612
476,TSLA,1,28271800.0,691.619995,-0.5859
477,TSLA,1,28271800.0,691.619995,0.6562
478,TSLA,1,28271800.0,691.619995,0.2263
479,TSLA,1,28271800.0,691.619995,-0.34
480,TSLA,1,28271800.0,691.619995,0.0258
481,TSLA,1,28271800.0,691.619995,0.3182
482,TSLA,1,28271800.0,691.619995,0.5229
483,TSLA,1,28271800.0,691.619995,0.5229
484,TSLA,1,28271800.0,691.619995,0.5229
485,TSLA,1,28271800.0,691.619995,0.7404
486,TSLA,1,28271800.0,691.619995,-0.5562
487,TSLA,1,28271800.0,691.619995,-0.3818
488,TSLA,1,28271800.0,691.619995,-0.296
489,TSLA,1,28271800.0,691.619995,0.296
490,TSLA,1,28271800.0,691.619995,-0.235
491,TSLA,1,28271800.0,691.619995,-0.235
492,TSLA,1,28271800.0,691.619995,0.558
493,TSLA,1,28271800.0,691.619995,0.3612
494,TSLA,1,28271800.0,691.619995,0.2263
495,TSLA,1,28271800.0,691.619995,-0.4767
496,TSLA,1,28271800.0,691.619995,0.2732
497,TSLA,1,28271800.0,691.619995,-0.296
498,TSLA,1,28271800.0,691.619995,-0.128
499,TSLA,1,28271800.0,691.619995,0.3182
500,TSLA,1,28271800.0,691.619995,-0.6808
501,TSLA,1,28271800.0,691.619995,0.743
502,TSLA,1,28271800.0,691.619995,-0.0258
503,TSLA,1,28271800.0,691.619995,0.0812
504,TSLA,1,28271800.0,691.619995,0.0812
505,TSLA,1,28271800.0,691.619995,0.0812
506,TSLA,1,28271800.0,691.619995,0.0812
507,TSLA,1,28271800.0,691.619995,0.0812
508,TSLA,1,28271800.0,691.619995,0.4215
509,TSLA,1,28271800.0,691.619995,0.802
510,AMD,1,29327900.0,81.440002,0.9686
511,AMD,1,29327900.0,81.440002,0.9686
512,AMD,1,29327900.0,81.440002,0.8629
513,AMD,1,29327900.0,81.440002,0.8629
514,AMD,1,29327900.0,81.440002,0.8629
515,AMD,1,29327900.0,81.440002,0.8629
516,AMD,1,29327900.0,81.440002,0.8629
517,AMD,1,29327900.0,81.440002,0.8629
518,AMD,1,29327900.0,81.440002,0.8629
519,AMD,1,29327900.0,81.440002,0.8629
520,AMD,1,29327900.0,81.440002,-0.8396
521,AMD,1,29327900.0,81.440002,0.5226
522,AMD,1,29327900.0,81.440002,0.5226
523,AMD,1,29327900.0,81.440002,0.5226
524,AMD,1,29327900.0,81.440002,0.5226
525,AMD,1,29327900.0,81.440002,0.5226
526,AMD,1,29327900.0,81.440002,0.979
527,AMD,1,29327900.0,81.440002,0.979
528,AMD,1,29327900.0,81.440002,-0.9279
529,AMD,1,29327900.0,81.440002,0.4019
530,AMD,1,29327900.0,81.440002,-0.7351
531,AMD,1,29327900.0,81.440002,-0.7351
532,AMD,1,29327900.0,81.440002,-0.4466
533,AMD,1,29327900.0,81.440002,-0.4466
534,AMD,1,29327900.0,81.440002,0.4511
535,AMD,1,29327900.0,81.440002,-0.7096
536,AMD,1,29327900.0,81.440002,-0.1027
537,AMD,1,29327900.0,81.440002,-0.7512
538,AMD,1,29327900.0,81.440002,-0.6249
539,AMD,1,29327900.0,81.440002,-0.5423
540,AMD,1,29327900.0,81.440002,0.5859
541,AMD,1,29327900.0,81.440002,-0.6908
542,AMD,1,29327900.0,81.440002,-0.5423
543,BB,1,9807300.0,8.99,0.998
544,BB,1,9807300.0,8.99,0.998
545,BB,1,9807300.0,8.99,0.998
546,BB,1,9807300.0,8.99,0.998
547,BB,1,9807300.0,8.99,0.998
548,BB,1,9807300.0,8.99,0.998
549,BB,1,9807300.0,8.99,0.998
550,BB,1,9807300.0,8.99,0.998
551,BB,1,9807300.0,8.99,0.998
552,BB,1,9807300.0,8.99,0.5927
553,BB,1,9807300.0,8.99,-0.9291
554,BB,1,9807300.0,8.99,0.6705
555,BB,1,9807300.0,8.99,-0.1603
556,BB,1,9807300.0,8.99,0.3535
557,BB,1,9807300.0,8.99,0.4404
558,BB,1,9807300.0,8.99,0.4449
559,BB,1,9807300.0,8.99,0.3612
560,BB,1,9807300.0,8.99,0.4404
561,BB,1,9807300.0,8.99,0.3089
562,BB,1,9807300.0,8.99,0.7003
563,BB,1,9807300.0,8.99,-0.6808
564,BB,1,9807300.0,8.99,-0.6808
565,BB,1,9807300.0,8.99,-0.5538
566,BB,1,9807300.0,8.99,0.1134
567,BB,1,9807300.0,8.99,0.1134
568,BB,1,9807300.0,8.99,0.7964
569,BB,1,9807300.0,8.99,0.6478
570,APHA,1,12166600.0,17.290001,0.9661
571,APHA,1,12166600.0,17.290001,-0.3818
572,APHA,1,12166600.0,17.290001,0.1779
573,APHA,1,12166600.0,17.290001,0.3612
574,APHA,1,12166600.0,17.290001,0.3612
575,APHA,1,12166600.0,17.290001,0.6486
576,APHA,1,12166600.0,17.290001,0.3818
577,APHA,1,12166600.0,17.290001,-0.5859
578,APHA,1,12166600.0,17.290001,-0.3818
579,APHA,1,12166600.0,17.290001,-0.0772
580,APHA,1,12166600.0,17.290001,-0.8255
581,APHA,1,12166600.0,17.290001,0.4767
582,APHA,1,12166600.0,17.290001,0.4019
583,APHA,1,12166600.0,17.290001,0.25
584,APHA,1,12166600.0,17.290001,0.296
585,APHA,1,12166600.0,17.290001,0.5106
586,APHA,1,12166600.0,17.290001,-0.3612
587,APHA,1,12166600.0,17.290001,0.4939
